Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Perubahan%
22/01/2018,1.2262,1.2268,1.2276,1.2214,0.0033
19/01/2018,1.2222,1.2236,1.2296,1.2219,-0.0014
18/01/2018,1.2239,1.2186,1.2267,1.2165,0.0043
17/01/2018,1.2186,1.226,1.2324,1.2176,-0.0061
16/01/2018,1.2261,1.2265,1.2284,1.2194,-0.0002
15/01/2018,1.2263,1.2198,1.2298,1.2188,0.0062
12/01/2018,1.2187,1.2033,1.219,1.2031,0.0129
11/01/2018,1.2032,1.1946,1.206,1.1928,0.0071
10/01/2018,1.1947,1.1938,1.2019,1.1923,0.0008
09/01/2018,1.1937,1.1967,1.1977,1.1916,-0.0025
08/01/2018,1.1967,1.2029,1.2054,1.1956,-0.0052
05/01/2018,1.203,1.2068,1.2085,1.2021,-0.0031
04/01/2018,1.2068,1.2015,1.209,1.2004,0.0045
03/01/2018,1.2014,1.2058,1.207,1.2001,-0.0037
02/01/2018,1.2059,1.2013,1.2084,1.2003,0.0041
01/01/2018,1.201,1.2003,1.2014,1.1995,0.001
29/12/2017,1.1998,1.1943,1.203,1.1937,0.0046
28/12/2017,1.1943,1.1888,1.1961,1.1888,0.0046
27/12/2017,1.1888,1.1859,1.1912,1.1855,0.0024
26/12/2017,1.1859,1.1867,1.1879,1.1845,-0.0008
25/12/2017,1.1869,1.185,1.1882,1.1842,0.0008
22/12/2017,1.1859,1.1874,1.1878,1.1817,-0.0012
21/12/2017,1.1873,1.1871,1.1889,1.1848,0.0002
20/12/2017,1.1871,1.184,1.1903,1.1829,0.0026
19/12/2017,1.184,1.1782,1.1851,1.1777,0.0049
18/12/2017,1.1782,1.1753,1.1834,1.1737,0.0024
15/12/2017,1.1754,1.1778,1.1814,1.1751,-0.002
14/12/2017,1.1778,1.1826,1.1863,1.177,-0.0041
13/12/2017,1.1826,1.1743,1.1832,1.1729,0.0072
12/12/2017,1.1742,1.177,1.1794,1.1718,-0.0022
11/12/2017,1.1768,1.1768,1.1812,1.1761,0.0003
08/12/2017,1.1764,1.1772,1.1778,1.1729,-0.0008
07/12/2017,1.1773,1.1796,1.1816,1.1772,-0.0019
06/12/2017,1.1796,1.1825,1.1849,1.178,-0.0025
05/12/2017,1.1826,1.1866,1.1879,1.1801,-0.0034
04/12/2017,1.1866,1.1882,1.189,1.183,-0.0021
01/12/2017,1.1891,1.1904,1.1942,1.1851,-0.0011
30/11/2017,1.1904,1.1847,1.1933,1.1809,0.0047
29/11/2017,1.1848,1.1841,1.1883,1.1816,0.0006
28/11/2017,1.1841,1.1898,1.1921,1.1827,-0.0048
27/11/2017,1.1898,1.1933,1.1962,1.1896,-0.0027
24/11/2017,1.193,1.185,1.1944,1.1835,0.0066
23/11/2017,1.1852,1.1822,1.1856,1.1812,0.0025
22/11/2017,1.1822,1.1738,1.1829,1.1733,0.0072
21/11/2017,1.1738,1.1732,1.1759,1.1713,0.0005
20/11/2017,1.1732,1.1789,1.1808,1.1721,-0.0053
17/11/2017,1.1795,1.1771,1.1823,1.1766,0.0021
16/11/2017,1.177,1.1792,1.1802,1.1756,-0.0019
15/11/2017,1.1792,1.1797,1.1861,1.1784,-0.0005
14/11/2017,1.1798,1.1667,1.1807,1.166,0.0112
13/11/2017,1.1667,1.1666,1.1677,1.1638,0.0002
10/11/2017,1.1665,1.1642,1.168,1.1623,0.002
09/11/2017,1.1642,1.1596,1.1657,1.1586,0.0041
08/11/2017,1.1595,1.1587,1.1612,1.1578,0.0007
07/11/2017,1.1587,1.161,1.1618,1.1553,-0.002
06/11/2017,1.161,1.1609,1.1625,1.1579,0.0001
03/11/2017,1.1609,1.166,1.1692,1.1599,-0.0042
02/11/2017,1.1658,1.1619,1.1689,1.1613,0.0034
01/11/2017,1.1619,1.1646,1.1659,1.1607,-0.0023
31/10/2017,1.1646,1.1651,1.1663,1.1625,-0.0004
30/10/2017,1.1651,1.1603,1.166,1.1594,0.0035
27/10/2017,1.161,1.165,1.1659,1.1575,-0.0034
26/10/2017,1.165,1.1812,1.1837,1.1639,-0.0138
25/10/2017,1.1813,1.176,1.1819,1.1752,0.0044
24/10/2017,1.1761,1.1749,1.1794,1.1743,0.001
23/10/2017,1.1749,1.1773,1.1779,1.1725,-0.0031
20/10/2017,1.1785,1.1853,1.1859,1.1763,-0.0057
19/10/2017,1.1852,1.1788,1.186,1.1768,0.0055
18/10/2017,1.1787,1.1764,1.1806,1.173,0.0018
17/10/2017,1.1766,1.1797,1.1801,1.1734,-0.0026
16/10/2017,1.1797,1.1825,1.1827,1.178,-0.0022
13/10/2017,1.1823,1.1829,1.1875,1.1804,-0.0007
12/10/2017,1.1831,1.1862,1.1881,1.1827,-0.0024
11/10/2017,1.1859,1.1808,1.1871,1.1795,0.0045
10/10/2017,1.1806,1.1738,1.1825,1.1738,0.0056
09/10/2017,1.174,1.1728,1.1757,1.1717,0.0005
06/10/2017,1.1734,1.171,1.1739,1.1668,0.002
05/10/2017,1.1711,1.1758,1.178,1.1698,-0.0041
04/10/2017,1.1759,1.1742,1.1789,1.1734,0.0013
03/10/2017,1.1744,1.1733,1.1775,1.1696,0.001
02/10/2017,1.1732,1.1818,1.1818,1.173,-0.0069
29/09/2017,1.1814,1.1787,1.1834,1.1773,0.0024
28/09/2017,1.1786,1.1746,1.1805,1.1721,0.0036
27/09/2017,1.1744,1.1793,1.1797,1.1717,-0.0042
26/09/2017,1.1793,1.1848,1.1863,1.1758,-0.0046
25/09/2017,1.1848,1.1953,1.1962,1.1833,-0.0089
22/09/2017,1.1954,1.1942,1.2006,1.1937,0.0011
21/09/2017,1.1941,1.1894,1.1955,1.1866,0.004
20/09/2017,1.1893,1.1994,1.2033,1.1862,-0.0084
19/09/2017,1.1994,1.1955,1.2008,1.195,0.0033
18/09/2017,1.1954,1.1949,1.1971,1.1915,0.0009
15/09/2017,1.1943,1.1919,1.1988,1.1901,0.002
14/09/2017,1.1919,1.1884,1.1922,1.1837,0.0028
13/09/2017,1.1886,1.1968,1.1996,1.1873,-0.0068
12/09/2017,1.1967,1.1953,1.198,1.1926,0.0012
11/09/2017,1.1953,1.2041,1.2041,1.1948,-0.0068
08/09/2017,1.2035,1.2024,1.2094,1.2016,0.001
07/09/2017,1.2023,1.1917,1.2061,1.1914,0.0089
06/09/2017,1.1917,1.1914,1.1951,1.1903,0.0003
05/09/2017,1.1914,1.1896,1.1941,1.1868,0.0015
04/09/2017,1.1896,1.1858,1.1923,1.1853,0.0031
01/09/2017,1.1859,1.1911,1.1981,1.185,-0.0043
31/08/2017,1.191,1.1884,1.1914,1.1823,0.0023
30/08/2017,1.1883,1.1974,1.1986,1.1881,-0.0074
29/08/2017,1.1972,1.1978,1.2069,1.1944,-0.0006
28/08/2017,1.1979,1.1926,1.1985,1.1917,0.0044
25/08/2017,1.1926,1.1799,1.1942,1.1773,0.0108
24/08/2017,1.1799,1.1807,1.1821,1.1784,-0.0008
23/08/2017,1.1808,1.1763,1.1825,1.174,0.0039
22/08/2017,1.1762,1.1815,1.1826,1.1745,-0.0046
21/08/2017,1.1816,1.175,1.183,1.1731,0.0046
18/08/2017,1.1762,1.1723,1.1775,1.1707,0.0032
17/08/2017,1.1724,1.1767,1.179,1.1662,-0.0039
16/08/2017,1.177,1.1734,1.178,1.1682,0.003
15/08/2017,1.1735,1.178,1.1794,1.1688,-0.0038
14/08/2017,1.178,1.1806,1.184,1.177,-0.0034
11/08/2017,1.182,1.1772,1.1846,1.1747,0.0041
10/08/2017,1.1772,1.1759,1.1786,1.1704,0.0011
09/08/2017,1.1759,1.1752,1.1765,1.1689,0.0008
08/08/2017,1.175,1.1794,1.1825,1.1714,-0.0038
07/08/2017,1.1795,1.1768,1.1816,1.1768,0.002
04/08/2017,1.1772,1.1871,1.1893,1.1731,-0.0083
03/08/2017,1.187,1.1856,1.1894,1.1831,0.0012
02/08/2017,1.1856,1.1802,1.1911,1.1794,0.0047
01/08/2017,1.1801,1.1841,1.1846,1.1784,-0.0035
31/07/2017,1.1842,1.1737,1.1847,1.1723,0.0077
28/07/2017,1.1752,1.1677,1.1765,1.1671,0.0064
27/07/2017,1.1677,1.1734,1.1777,1.1649,-0.0049
26/07/2017,1.1734,1.1648,1.1741,1.1613,0.007
25/07/2017,1.1652,1.1639,1.1713,1.1631,0.0009
24/07/2017,1.1642,1.1662,1.1688,1.1628,-0.0018
21/07/2017,1.1663,1.1634,1.1684,1.162,0.0028
20/07/2017,1.1631,1.1513,1.1657,1.1479,0.0101
19/07/2017,1.1515,1.1553,1.1559,1.1509,-0.0035
18/07/2017,1.1555,1.1479,1.1585,1.1473,0.0066
17/07/2017,1.1479,1.1463,1.1488,1.1433,0.0009
14/07/2017,1.1469,1.14,1.1473,1.1392,0.0061
13/07/2017,1.1399,1.1413,1.1459,1.1373,-0.0011
12/07/2017,1.1412,1.1467,1.1491,1.1392,-0.0048
11/07/2017,1.1467,1.1399,1.1481,1.1383,0.0059
10/07/2017,1.14,1.1391,1.1418,1.1381,-0.0001
07/07/2017,1.1401,1.1423,1.144,1.1379,-0.0019
06/07/2017,1.1423,1.1351,1.1425,1.1329,0.0062
05/07/2017,1.1353,1.1345,1.1369,1.1312,0.0007
04/07/2017,1.1345,1.1366,1.138,1.1338,-0.0017
03/07/2017,1.1364,1.1422,1.1431,1.1357,-0.0054
30/06/2017,1.1426,1.1442,1.1448,1.1393,-0.0013
29/06/2017,1.1441,1.1376,1.1446,1.1373,0.0055
28/06/2017,1.1378,1.1339,1.1392,1.1292,0.0034
27/06/2017,1.1339,1.1183,1.1351,1.1178,0.014
26/06/2017,1.1182,1.1202,1.1222,1.1173,-0.0011
23/06/2017,1.1194,1.1152,1.1211,1.1145,0.0037
22/06/2017,1.1153,1.1168,1.1179,1.114,-0.0013
21/06/2017,1.1168,1.1133,1.1171,1.1128,0.0031
20/06/2017,1.1134,1.1147,1.1166,1.1117,-0.0013
19/06/2017,1.1149,1.1199,1.1214,1.1141,-0.0043
16/06/2017,1.1197,1.1143,1.1202,1.1138,0.0047
15/06/2017,1.1145,1.1219,1.1231,1.1132,-0.0065
14/06/2017,1.1218,1.121,1.1296,1.1191,0.0002
13/06/2017,1.1216,1.1204,1.1225,1.1185,0.0012
12/06/2017,1.1203,1.1196,1.1235,1.1193,0.0007
09/06/2017,1.1195,1.1216,1.124,1.1168,-0.0017
08/06/2017,1.1214,1.1257,1.127,1.1195,-0.0038
07/06/2017,1.1257,1.1277,1.1284,1.1205,-0.0018
06/06/2017,1.1277,1.1254,1.1286,1.124,0.002
05/06/2017,1.1254,1.1279,1.1286,1.1235,-0.0025
02/06/2017,1.1282,1.1213,1.1287,1.1205,0.0062
01/06/2017,1.1213,1.1242,1.1258,1.1203,-0.0028
31/05/2017,1.1244,1.1187,1.1254,1.1166,0.0053
30/05/2017,1.1185,1.1166,1.1208,1.1111,0.0017
29/05/2017,1.1166,1.1178,1.1191,1.116,-0.0015
26/05/2017,1.1183,1.1211,1.1235,1.1159,-0.0024
25/05/2017,1.121,1.1218,1.1252,1.1193,-0.0008
24/05/2017,1.1219,1.1184,1.1222,1.1169,0.0032
23/05/2017,1.1183,1.1237,1.1269,1.1174,-0.0049
22/05/2017,1.1238,1.1202,1.1265,1.1162,0.0028
19/05/2017,1.1207,1.1103,1.1214,1.1097,0.0094
18/05/2017,1.1103,1.116,1.1173,1.1075,-0.005
17/05/2017,1.1159,1.1083,1.1163,1.1079,0.0069
16/05/2017,1.1082,1.0976,1.1098,1.0972,0.0097
15/05/2017,1.0975,1.0926,1.0991,1.0922,0.004
12/05/2017,1.0931,1.0863,1.0937,1.0857,0.0064
11/05/2017,1.0861,1.0869,1.0894,1.0838,-0.0006
10/05/2017,1.0868,1.0874,1.09,1.0853,-0.0005
09/05/2017,1.0873,1.0924,1.0934,1.0863,-0.0047
08/05/2017,1.0924,1.0998,1.1024,1.0917,-0.0067
05/05/2017,1.0998,1.0991,1.1003,1.0951,0.0012
04/05/2017,1.0985,1.0884,1.0987,1.0873,0.0092
03/05/2017,1.0885,1.093,1.0939,1.0883,-0.0041
02/05/2017,1.093,1.0901,1.0936,1.0889,0.0028
01/05/2017,1.0899,1.0906,1.0924,1.0883,0.0002
28/04/2017,1.0897,1.0877,1.0949,1.0857,0.0022
27/04/2017,1.0873,1.0903,1.0933,1.0851,-0.0028
26/04/2017,1.0903,1.0924,1.0951,1.0856,-0.0021
25/04/2017,1.0926,1.0868,1.0951,1.0851,0.0054
24/04/2017,1.0867,1.089,1.0936,1.0819,0.013
21/04/2017,1.0728,1.0719,1.0739,1.0682,0.001
20/04/2017,1.0717,1.0711,1.078,1.0709,0.0006
19/04/2017,1.0711,1.073,1.0738,1.07,-0.0021
18/04/2017,1.0734,1.0644,1.0737,1.0636,0.0085
17/04/2017,1.0644,1.0615,1.0673,1.0604,0.003
14/04/2017,1.0612,1.0615,1.0633,1.0606,-0.0002
13/04/2017,1.0614,1.0664,1.0679,1.0609,-0.0049
12/04/2017,1.0666,1.0606,1.0677,1.0589,0.006
11/04/2017,1.0602,1.0595,1.0631,1.0577,0.0006
10/04/2017,1.0596,1.0593,1.0609,1.0571,0.0006
07/04/2017,1.059,1.0644,1.0668,1.058,-0.0051
06/04/2017,1.0644,1.0663,1.0686,1.0629,-0.0018
05/04/2017,1.0663,1.0672,1.069,1.0633,-0.0009
04/04/2017,1.0673,1.0669,1.0678,1.0635,0.0002
03/04/2017,1.0671,1.0661,1.0684,1.0644,0.0018
31/03/2017,1.0652,1.0675,1.0705,1.0652,-0.0022
30/03/2017,1.0675,1.0766,1.0772,1.0671,-0.0085
29/03/2017,1.0767,1.0811,1.0827,1.0739,-0.0043
28/03/2017,1.0813,1.0864,1.0873,1.0797,-0.0048
27/03/2017,1.0865,1.0797,1.0905,1.0795,0.0061
24/03/2017,1.0799,1.0784,1.082,1.0761,0.0015
23/03/2017,1.0783,1.0797,1.0807,1.0769,-0.0013
22/03/2017,1.0797,1.081,1.0827,1.0776,-0.0013
21/03/2017,1.0811,1.074,1.0822,1.072,0.0067
20/03/2017,1.0739,1.074,1.0779,1.0725,0.0001
17/03/2017,1.0738,1.0765,1.0784,1.0728,-0.0026
16/03/2017,1.0766,1.0734,1.0772,1.0706,0.0029
15/03/2017,1.0735,1.0605,1.0743,1.0604,0.0124
14/03/2017,1.0604,1.0655,1.0664,1.0599,-0.0047
13/03/2017,1.0654,1.0671,1.0715,1.065,-0.0017
10/03/2017,1.0672,1.0577,1.0702,1.0572,0.009
09/03/2017,1.0577,1.0541,1.0617,1.0525,0.0034
08/03/2017,1.0541,1.0566,1.0576,1.0535,-0.0024
07/03/2017,1.0566,1.0583,1.0603,1.0557,-0.0014
06/03/2017,1.0581,1.0617,1.0644,1.0575,-0.004
03/03/2017,1.0623,1.0508,1.0626,1.0502,0.011
02/03/2017,1.0507,1.0547,1.0551,1.0492,-0.0038
01/03/2017,1.0547,1.0574,1.0589,1.0514,-0.0028
28/02/2017,1.0577,1.0587,1.0632,1.057,-0.0009
27/02/2017,1.0587,1.0562,1.0633,1.0551,0.0023
24/02/2017,1.0563,1.0583,1.062,1.0557,-0.0017
23/02/2017,1.0581,1.0558,1.0598,1.0539,0.0024
22/02/2017,1.0556,1.0534,1.0574,1.0493,0.0018
21/02/2017,1.0537,1.0611,1.0618,1.0526,-0.0073
20/02/2017,1.0614,1.0618,1.0637,1.0606,0
17/02/2017,1.0614,1.0675,1.0679,1.0605,-0.0056
16/02/2017,1.0674,1.06,1.0682,1.0588,0.0069
15/02/2017,1.0601,1.0577,1.0611,1.0523,0.0023
14/02/2017,1.0577,1.0596,1.0633,1.056,-0.002
13/02/2017,1.0598,1.0633,1.0659,1.0591,-0.004
10/02/2017,1.0641,1.0658,1.067,1.0609,-0.0014
09/02/2017,1.0656,1.0699,1.0711,1.065,-0.004
08/02/2017,1.0699,1.0682,1.0715,1.064,0.0017
07/02/2017,1.0681,1.075,1.0751,1.0654,-0.0064
06/02/2017,1.075,1.0781,1.0801,1.0703,-0.0032
03/02/2017,1.0784,1.0759,1.08,1.0714,0.0024
02/02/2017,1.0758,1.0766,1.0829,1.0753,-0.001
01/02/2017,1.0769,1.0798,1.081,1.0731,-0.0027
31/01/2017,1.0798,1.0695,1.0814,1.0684,0.0096
30/01/2017,1.0695,1.0692,1.0743,1.062,-0.0004
27/01/2017,1.0699,1.0685,1.0729,1.0661,0.0016
26/01/2017,1.0682,1.0746,1.0767,1.0657,-0.0061
25/01/2017,1.0748,1.0734,1.0773,1.0713,0.0016
24/01/2017,1.0731,1.0763,1.0775,1.0718,-0.0032
23/01/2017,1.0765,1.0687,1.0773,1.0686,0.0058
20/01/2017,1.0703,1.0667,1.0713,1.0627,0.0037
19/01/2017,1.0664,1.0629,1.0677,1.0588,0.0031
18/01/2017,1.0631,1.0713,1.0715,1.0625,-0.0077
17/01/2017,1.0713,1.06,1.072,1.0595,0.0104
16/01/2017,1.0603,1.0618,1.0638,1.058,-0.0039
13/01/2017,1.0644,1.0612,1.0674,1.0598,0.0029
12/01/2017,1.0613,1.0583,1.0687,1.0573,0.0029
11/01/2017,1.0582,1.0556,1.0624,1.0454,0.0027
10/01/2017,1.0554,1.0573,1.0628,1.0551,-0.0019
09/01/2017,1.0574,1.0539,1.0584,1.051,0.0039
06/01/2017,1.0533,1.0606,1.0624,1.0523,-0.007
05/01/2017,1.0607,1.0493,1.0619,1.0482,0.0113
04/01/2017,1.0488,1.0405,1.0501,1.0389,0.0079
03/01/2017,1.0406,1.0455,1.0492,1.0341,-0.0051
02/01/2017,1.0459,1.0532,1.0534,1.0448,-0.0054
30/12/2016,1.0516,1.0492,1.0654,1.0482,0.0023
29/12/2016,1.0492,1.0417,1.0494,1.0406,0.0077
28/12/2016,1.0412,1.0459,1.0484,1.0373,-0.0043
27/12/2016,1.0457,1.0453,1.0465,1.0431,0.0001
26/12/2016,1.0456,1.0454,1.0473,1.0439,-0.0001
23/12/2016,1.0457,1.0438,1.0469,1.0427,0.0019
22/12/2016,1.0437,1.0423,1.0501,1.0421,0.0012
21/12/2016,1.0425,1.0389,1.0452,1.0381,0.0037
20/12/2016,1.0387,1.0405,1.0419,1.0352,-0.0014
19/12/2016,1.0402,1.0442,1.048,1.0391,-0.0047
16/12/2016,1.0451,1.0419,1.0477,1.0402,0.0036
15/12/2016,1.0414,1.0536,1.0544,1.0366,-0.0117
14/12/2016,1.0537,1.0627,1.0671,1.0495,-0.0085
13/12/2016,1.0627,1.0635,1.0668,1.0603,-0.0008
12/12/2016,1.0635,1.0551,1.0652,1.0524,0.0069
09/12/2016,1.0562,1.0618,1.0632,1.0531,-0.005
08/12/2016,1.0615,1.0753,1.0873,1.0596,-0.0128
07/12/2016,1.0753,1.0721,1.077,1.0709,0.0032
06/12/2016,1.0719,1.0764,1.0787,1.0698,-0.0042
05/12/2016,1.0764,1.0674,1.0798,1.0505,0.0085
02/12/2016,1.0673,1.0663,1.0692,1.0625,0.001
01/12/2016,1.0662,1.059,1.067,1.0584,0.007
30/11/2016,1.0588,1.0649,1.0669,1.0554,-0.0058
29/11/2016,1.065,1.0615,1.0657,1.0565,0.0033
28/11/2016,1.0615,1.0595,1.0686,1.0563,0.0026
25/11/2016,1.0587,1.0551,1.0631,1.0538,0.0031
24/11/2016,1.0554,1.0554,1.0587,1.0517,-0.0006
23/11/2016,1.056,1.0629,1.0646,1.0526,-0.0062
22/11/2016,1.0626,1.0627,1.066,1.0583,-0.0003
21/11/2016,1.0629,1.0583,1.0652,1.0579,0.0039
18/11/2016,1.0588,1.0625,1.0645,1.057,-0.0036
17/11/2016,1.0626,1.069,1.0746,1.0617,-0.006
16/11/2016,1.069,1.0724,1.0764,1.0667,-0.003
15/11/2016,1.0722,1.0736,1.0817,1.0711,-0.0014
14/11/2016,1.0737,1.085,1.0852,1.0709,-0.011
11/11/2016,1.0856,1.0897,1.0929,1.0833,-0.0034
10/11/2016,1.0893,1.0911,1.0958,1.0866,-0.0015
09/11/2016,1.0909,1.1023,1.13,1.0903,-0.0106
08/11/2016,1.1026,1.1042,1.107,1.1008,-0.0013
07/11/2016,1.104,1.1137,1.1139,1.1029,-0.0088
04/11/2016,1.1138,1.1105,1.1146,1.108,0.003
03/11/2016,1.1105,1.1098,1.1128,1.1059,0.0007
02/11/2016,1.1097,1.1056,1.1126,1.1051,0.0037
01/11/2016,1.1056,1.0981,1.1071,1.0958,0.0068
31/10/2016,1.0981,1.0986,1.0994,1.0936,-0.0005
28/10/2016,1.0987,1.0899,1.0995,1.0893,0.0083
27/10/2016,1.0897,1.0909,1.0945,1.0884,-0.0011
26/10/2016,1.0909,1.0889,1.0947,1.0872,0.0019
25/10/2016,1.0888,1.0882,1.0906,1.085,0.0005
24/10/2016,1.0883,1.0879,1.0903,1.0861,-0.0001
21/10/2016,1.0884,1.0929,1.0933,1.0859,-0.0042
20/10/2016,1.093,1.0974,1.1041,1.0916,-0.004
19/10/2016,1.0974,1.0981,1.1006,1.0955,-0.0006
18/10/2016,1.0981,1.1,1.1029,1.097,-0.0016
17/10/2016,1.0999,1.0975,1.1011,1.0965,0.0026
14/10/2016,1.0971,1.1056,1.1062,1.0968,-0.0077
13/10/2016,1.1056,1.1004,1.1058,1.0983,0.0044
12/10/2016,1.1008,1.1053,1.1072,1.1003,-0.0042
11/10/2016,1.1054,1.1136,1.1144,1.1047,-0.0075
10/10/2016,1.1138,1.1196,1.1202,1.1128,-0.0056
07/10/2016,1.1201,1.1151,1.1207,1.1103,0.0045
06/10/2016,1.1151,1.1205,1.1214,1.1139,-0.0049
05/10/2016,1.1206,1.1206,1.1237,1.1191,0.0002
04/10/2016,1.1204,1.121,1.124,1.1138,-0.0006
03/10/2016,1.1211,1.1235,1.1245,1.1205,-0.0027
30/09/2016,1.1241,1.1225,1.1253,1.1153,0.0016
29/09/2016,1.1223,1.1217,1.1251,1.1197,0.0006
28/09/2016,1.1216,1.1214,1.1238,1.1181,0.0001
27/09/2016,1.1215,1.1253,1.1262,1.119,-0.0035
26/09/2016,1.1254,1.1221,1.1279,1.122,0.0025
23/09/2016,1.1226,1.1209,1.1244,1.1195,0.0016
22/09/2016,1.1208,1.1193,1.1258,1.1181,0.0017
21/09/2016,1.1189,1.1152,1.12,1.1123,0.003
20/09/2016,1.1155,1.1178,1.1216,1.1147,-0.0017
19/09/2016,1.1174,1.1161,1.1198,1.1147,0.0017
16/09/2016,1.1155,1.1244,1.1256,1.1147,-0.0079
15/09/2016,1.1244,1.1249,1.1286,1.122,-0.0005
14/09/2016,1.125,1.1216,1.1274,1.1208,0.0027
13/09/2016,1.122,1.1236,1.1262,1.1203,-0.0012
12/09/2016,1.1234,1.1232,1.1269,1.1211,0.0001
09/09/2016,1.1233,1.1262,1.1288,1.12,-0.0025
08/09/2016,1.1261,1.124,1.1329,1.1234,0.002
07/09/2016,1.1239,1.1255,1.1271,1.1228,-0.0015
06/09/2016,1.1256,1.1147,1.1267,1.114,0.0098
05/09/2016,1.1147,1.1153,1.1185,1.114,-0.0008
02/09/2016,1.1156,1.1197,1.1254,1.1151,-0.0038
01/09/2016,1.1198,1.1157,1.1207,1.1128,0.0036
